City_name,Package,Variety,Price,Origin,Size,Color
BOSTON,1_1/9_bushel_crates,PIE_TYPE,16,MASSACHUSETTS,sml,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,180,CANADA,lge,ORANGE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,160,VIRGINIA,jbo,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,17,OHIO,sml,WHITE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,NORTH_CAROLINA,lge,ORANGE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,125,PENNSYLVANIA,sml,ORANGE
COLUMBIA,24_inch_bins,PIE_TYPE,185,PENNSYLVANIA,med-lge,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,160,CANADA,med-lge,ORANGE
BALTIMORE,24_inch_bins,BIG_MACK_TYPE,60,MARYLAND,lge,WHITE
COLUMBIA,36_inch_bins,PIE_TYPE,200,PENNSYLVANIA,med,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,200,CANADA,xlge,ORANGE
BALTIMORE,24_inch_bins,FAIRYTALE,240,MARYLAND,xlge,MountbattenPink
COLUMBIA,24_inch_bins,PIE_TYPE,185,PENNSYLVANIA,med-lge,ORANGE
ATLANTA,24_inch_bins,HOWDEN_TYPE,154.75,MICHIGAN,xlge,MountbattenPink
COLUMBIA,bushel_cartons,MINIATURE,30,PENNSYLVANIA,lge,ORANGE
DALLAS,20_lb_cartons,PIE_TYPE,21,MISSOURI,lge,MountbattenPink
COLUMBIA,1/2_bushel_cartons,MINIATURE,17,PENNSYLVANIA,unknown,STRIPED
COLUMBIA,1/2_bushel_cartons,MINIATURE,18,PENNSYLVANIA,sml,ORANGE
BALTIMORE,1/2_bushel_cartons,MINIATURE,18,PENNSYLVANIA,unknown,ORANGE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,160,VIRGINIA,jbo,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,140,VIRGINIA,med,ORANGE
DALLAS,24_inch_bins,HOWDEN_TYPE,150,TEXAS,med,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,160,CANADA,sml,ORANGE
BALTIMORE,24_inch_bins,FAIRYTALE,260,VIRGINIA,xlge,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,18,MICHIGAN,sml,ORANGE
CHICAGO,36_inch_bins,HOWDEN_WHITE_TYPE,150,ILLINOIS,lge,MountbattenPink
BALTIMORE,1/2_bushel_cartons,MINIATURE,15,MARYLAND,sml,WHITE
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MASSACHUSETTS,sml,ORANGE
BOSTON,24_inch_bins,CINDERELLA,285,MASSACHUSETTS,xlge,ORANGE
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,19,MICHIGAN,med,MountbattenPink
BOSTON,24_inch_bins,KNUCKLE_HEAD,285,MASSACHUSETTS,xlge,ORANGE
BOSTON,24_inch_bins,CINDERELLA,285,MASSACHUSETTS,xlge,WHITE
DALLAS,24_inch_bins,HOWDEN_TYPE,170,TEXAS,jbo,MountbattenPink
COLUMBIA,1/2_bushel_cartons,MINIATURE,18,PENNSYLVANIA,sml,WHITE
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MICHIGAN,jbo,MountbattenPink
DALLAS,36_inch_bins,HOWDEN_TYPE,150,TEXAS,med-lge,MountbattenPink
DALLAS,24_inch_bins,HOWDEN_TYPE,160,TEXAS,med,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,140,VIRGINIA,lge,ORANGE
BOSTON,36_inch_bins,BIG_MACK_TYPE,200,MASSACHUSETTS,sml,MountbattenPink
COLUMBIA,24_inch_bins,MIXED_HEIRLOOM_VARIETIES,200,PENNSYLVANIA,unknown,MountbattenPink
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,18,OHIO,med,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,160,NORTH_CAROLINA,jbo,ORANGE
BALTIMORE,24_inch_bins,CINDERELLA,340,MARYLAND,jbo,MountbattenPink
BALTIMORE,1/2_bushel_cartons,MINIATURE,15,MARYLAND,sml,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,200,CANADA,exjbo,ORANGE
BALTIMORE,24_inch_bins,FAIRYTALE,260,MARYLAND,xlge,MountbattenPink
COLUMBIA,bushel_cartons,MINIATURE,30,PENNSYLVANIA,lge,ORANGE
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,WHITE
BOSTON,36_inch_bins,HOWDEN_TYPE,200,CANADA,exjbo,ORANGE
COLUMBIA,24_inch_bins,PIE_TYPE,200,PENNSYLVANIA,lge,MountbattenPink
COLUMBIA,24_inch_bins,MIXED_HEIRLOOM_VARIETIES,200,PENNSYLVANIA,unknown,MountbattenPink
COLUMBIA,24_inch_bins,PIE_TYPE,200,VIRGINIA,med,MountbattenPink
DALLAS,24_inch_bins,FAIRYTALE,150,TEXAS,sml,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,180,CANADA,lge,ORANGE
BOSTON,36_inch_bins,PIE_TYPE,300,MASSACHUSETTS,unknown,MountbattenPink
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,ORANGE
COLUMBIA,24_inch_bins,PIE_TYPE,185,PENNSYLVANIA,med-lge,ORANGE
CHICAGO,1/2_bushel_cartons,MINIATURE,19,MICHIGAN,sml,MountbattenPink
BOSTON,24_inch_bins,CINDERELLA,285,MASSACHUSETTS,xlge,ORANGE
COLUMBIA,bushel_cartons,MINIATURE,30,PENNSYLVANIA,lge,ORANGE
DALLAS,24_inch_bins,HOWDEN_TYPE,160,TEXAS,lge,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,160,NORTH_CAROLINA,jbo,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,160,CANADA,med-lge,ORANGE
BALTIMORE,1/2_bushel_cartons,MINIATURE,15,MARYLAND,sml,MountbattenPink
DALLAS,24_inch_bins,FAIRYTALE,225,TEXAS,lge,MountbattenPink
BALTIMORE,36_inch_bins,HOWDEN_TYPE,170,MARYLAND,med,MountbattenPink
COLUMBIA,24_inch_bins,HOWDEN_WHITE_TYPE,200,VIRGINIA,sml,MountbattenPink
COLUMBIA,24_inch_bins,KNUCKLE_HEAD,125,PENNSYLVANIA,med,MountbattenPink
BALTIMORE,24_inch_bins,BIG_MACK_TYPE,60,MARYLAND,unknown,WHITE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,140,NORTH_CAROLINA,med,ORANGE
BOSTON,24_inch_bins,FAIRYTALE,285,MASSACHUSETTS,xlge,ORANGE
COLUMBIA,bushel_cartons,MINIATURE,28,PENNSYLVANIA,sml,WHITE
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,15,DELAWARE,unknown,MountbattenPink
COLUMBIA,1/2_bushel_cartons,MINIATURE,18,PENNSYLVANIA,sml,ORANGE
COLUMBIA,bushel_cartons,MINIATURE,28,PENNSYLVANIA,sml,WHITE
CHICAGO,24_inch_bins,HOWDEN_TYPE,220,ILLINOIS,lge,ORANGE
COLUMBIA,24_inch_bins,HOWDEN_WHITE_TYPE,200,VIRGINIA,sml,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,140,NORTH_CAROLINA,med,ORANGE
COLUMBIA,24_inch_bins,KNUCKLE_HEAD,170,NORTH_CAROLINA,med,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,180,MICHIGAN,jbo,ORANGE
BALTIMORE,1/2_bushel_cartons,MINIATURE,18,VIRGINIA,sml,MountbattenPink
DALLAS,24_inch_bins,HOWDEN_TYPE,150,TEXAS,med,MountbattenPink
CHICAGO,36_inch_bins,PIE_TYPE,200,ILLINOIS,med-lge,MountbattenPink
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,18,DELAWARE,sml,MountbattenPink
BALTIMORE,36_inch_bins,HOWDEN_TYPE,160,MARYLAND,med,MountbattenPink
BALTIMORE,50_lb_sacks,CINDERELLA,24,MEXICO,lge,MountbattenPink
BALTIMORE,24_inch_bins,CINDERELLA,200,VIRGINIA,xlge,MountbattenPink
BOSTON,1/2_bushel_cartons,FAIRYTALE,16,MASSACHUSETTS,sml,ORANGE
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,WHITE
COLUMBIA,bushel_cartons,MINIATURE,28,PENNSYLVANIA,sml,WHITE
CHICAGO,24_inch_bins,HOWDEN_WHITE_TYPE,200,ILLINOIS,med-lge,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,19,MICHIGAN,sml,MountbattenPink
ATLANTA,36_inch_bins,HOWDEN_TYPE,150,CANADA,med,MountbattenPink
CHICAGO,24_inch_bins,HOWDEN_TYPE,225,CANADA,lge,ORANGE
COLUMBIA,bushel_cartons,MINIATURE,28,PENNSYLVANIA,sml,WHITE
COLUMBIA,24_inch_bins,MIXED_HEIRLOOM_VARIETIES,200,NORTH_CAROLINA,med,MountbattenPink
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,20,ILLINOIS,med,MountbattenPink
BALTIMORE,1/2_bushel_cartons,MINIATURE,18,MARYLAND,sml,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,19,MICHIGAN,sml,MountbattenPink
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,17,OHIO,med,MountbattenPink
COLUMBIA,24_inch_bins,MIXED_HEIRLOOM_VARIETIES,200,NORTH_CAROLINA,med,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,200,CANADA,xlge,ORANGE
BOSTON,36_inch_bins,PIE_TYPE,225,PENNSYLVANIA,sml,ORANGE
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,ORANGE
BOSTON,24_inch_bins,PIE_TYPE,175,VERMONT,sml,ORANGE
CHICAGO,36_inch_bins,PIE_TYPE,215,INDIANA,med-lge,MountbattenPink
BALTIMORE,24_inch_bins,CINDERELLA,200,VIRGINIA,xlge,MountbattenPink
COLUMBIA,24_inch_bins,PIE_TYPE,225,PENNSYLVANIA,med-lge,WHITE
BOSTON,36_inch_bins,PIE_TYPE,300,MASSACHUSETTS,med-lge,MountbattenPink
ATLANTA,24_inch_bins,HOWDEN_TYPE,154.75,MICHIGAN,jbo,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,18,OHIO,sml,ORANGE
DALLAS,24_inch_bins,HOWDEN_WHITE_TYPE,120,TEXAS,jbo,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,180,CANADA,lge,ORANGE
COLUMBIA,1/2_bushel_cartons,MINIATURE,18,PENNSYLVANIA,sml,ORANGE
CHICAGO,1/2_bushel_cartons,MINIATURE,19,CANADA,sml,MountbattenPink
COLUMBIA,24_inch_bins,HOWDEN_TYPE,120,NORTH_CAROLINA,med,ORANGE
COLUMBIA,24_inch_bins,MINIATURE,400,PENNSYLVANIA,unknown,WHITE
CHICAGO,1/2_bushel_cartons,MINIATURE,17,MICHIGAN,sml,WHITE
ATLANTA,36_inch_bins,PIE_TYPE,286,MICHIGAN,sml,MountbattenPink
BALTIMORE,1/2_bushel_cartons,MINIATURE,15,MARYLAND,sml,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MASSACHUSETTS,jbo,ORANGE
COLUMBIA,24_inch_bins,FAIRYTALE,175,PENNSYLVANIA,lge,MountbattenPink
COLUMBIA,24_inch_bins,FAIRYTALE,175,PENNSYLVANIA,lge,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,160,PENNSYLVANIA,xlge,ORANGE
BALTIMORE,24_inch_bins,FAIRYTALE,260,VIRGINIA,xlge,MountbattenPink
COLUMBIA,24_inch_bins,FAIRYTALE,170,NORTH_CAROLINA,med,MountbattenPink
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,18.5,PENNSYLVANIA,unknown,MountbattenPink
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,WHITE
BOSTON,24_inch_bins,CINDERELLA,285,MASSACHUSETTS,xlge,ORANGE
COLUMBIA,24_inch_bins,CINDERELLA,175,PENNSYLVANIA,lge,MountbattenPink
DALLAS,24_inch_bins,unknown,225,TEXAS,lge,MountbattenPink
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,ORANGE
BOSTON,1/2_bushel_cartons,FAIRYTALE,16,MASSACHUSETTS,sml,ORANGE
BALTIMORE,24_inch_bins,PIE_TYPE,200,MARYLAND,sml,ORANGE
BOSTON,36_inch_bins,PIE_TYPE,280,MICHIGAN,med-lge,ORANGE
COLUMBIA,1_1/9_bushel_cartons,PIE_TYPE,20,MICHIGAN,med,MountbattenPink
CHICAGO,24_inch_bins,HOWDEN_TYPE,220,ILLINOIS,lge,ORANGE
DALLAS,24_inch_bins,HOWDEN_TYPE,150,TEXAS,jbo,MountbattenPink
COLUMBIA,36_inch_bins,PIE_TYPE,200,PENNSYLVANIA,med,ORANGE
ATLANTA,24_inch_bins,HOWDEN_TYPE,145,ALABAMA,med,MountbattenPink
DALLAS,24_inch_bins,MIXED_HEIRLOOM_VARIETIES,150,TEXAS,med,MountbattenPink
DALLAS,50_lb_sacks,PIE_TYPE,35,TEXAS,unknown,WHITE
BALTIMORE,1/2_bushel_cartons,MINIATURE,18,VIRGINIA,sml,MountbattenPink
BALTIMORE,24_inch_bins,HOWDEN_WHITE_TYPE,180,MARYLAND,med,MountbattenPink
DALLAS,50_lb_cartons,PIE_TYPE,30,MICHIGAN,med,MountbattenPink
DALLAS,24_inch_bins,PIE_TYPE,100,NEW_MEXICO,med,MountbattenPink
CHICAGO,36_inch_bins,PIE_TYPE,215,CANADA,med-lge,MountbattenPink
DALLAS,24_inch_bins,HOWDEN_WHITE_TYPE,150,TEXAS,jbo,MountbattenPink
DALLAS,24_inch_bins,HOWDEN_WHITE_TYPE,150,TEXAS,jbo,MountbattenPink
DALLAS,36_inch_bins,HOWDEN_TYPE,165,MEXICO,lge,MountbattenPink
BOSTON,24_inch_bins,FAIRYTALE,285,MASSACHUSETTS,xlge,WHITE
BOSTON,36_inch_bins,HOWDEN_TYPE,160,CANADA,med-lge,ORANGE
ATLANTA,24_inch_bins,PIE_TYPE,135,NORTH_CAROLINA,sml,MountbattenPink
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,18,MARYLAND,med,ORANGE
BALTIMORE,24_inch_bins,HOWDEN_TYPE,160,VIRGINIA,med,MountbattenPink
DALLAS,36_inch_bins,FAIRYTALE,140,TEXAS,jbo,MountbattenPink
COLUMBIA,bushel_cartons,MINIATURE,28,PENNSYLVANIA,sml,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,180,CANADA,lge,ORANGE
DALLAS,24_inch_bins,HOWDEN_TYPE,125,TEXAS,sml,MountbattenPink
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,ORANGE
DALLAS,50_lb_cartons,PIE_TYPE,32,MICHIGAN,med,MountbattenPink
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,18,DELAWARE,sml,MountbattenPink
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,18.5,PENNSYLVANIA,unknown,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,17,OHIO,sml,WHITE
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,18,MICHIGAN,med,MountbattenPink
COLUMBIA,24_inch_bins,MIXED_HEIRLOOM_VARIETIES,200,VIRGINIA,unknown,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,PENNSYLVANIA,med,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,18,OHIO,sml,ORANGE
COLUMBIA,24_inch_bins,CINDERELLA,175,PENNSYLVANIA,lge,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,VIRGINIA,xlge,MountbattenPink
COLUMBIA,24_inch_bins,MIXED_HEIRLOOM_VARIETIES,200,VIRGINIA,unknown,MountbattenPink
CHICAGO,bins,FAIRYTALE,200,ILLINOIS,xlge,MountbattenPink
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,18,PENNSYLVANIA,unknown,MountbattenPink
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MASSACHUSETTS,sml,ORANGE
CHICAGO,24_inch_bins,HOWDEN_TYPE,225,CANADA,lge,ORANGE
BOSTON,24_inch_bins,CINDERELLA,285,MASSACHUSETTS,xlge,WHITE
COLUMBIA,24_inch_bins,KNUCKLE_HEAD,125,PENNSYLVANIA,med,MountbattenPink
BOSTON,36_inch_bins,BIG_MACK_TYPE,200,MASSACHUSETTS,med,MountbattenPink
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,18,MICHIGAN,med,MountbattenPink
BOSTON,24_inch_bins,CINDERELLA,285,MASSACHUSETTS,xlge,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MASSACHUSETTS,sml,ORANGE
BOSTON,24_inch_bins,FAIRYTALE,285,MASSACHUSETTS,xlge,WHITE
CHICAGO,1/2_bushel_cartons,MINIATURE,18,MICHIGAN,sml,WHITE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,160,VIRGINIA,xlge,MountbattenPink
DALLAS,24_inch_bins,FAIRYTALE,200,TEXAS,jbo,MountbattenPink
BOSTON,24_inch_bins,PIE_TYPE,180,CANADA,sml,ORANGE
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,20,ILLINOIS,med,MountbattenPink
BOSTON,24_inch_bins,KNUCKLE_HEAD,285,MASSACHUSETTS,xlge,ORANGE
BALTIMORE,24_inch_bins,HOWDEN_TYPE,160,DELAWARE,med,MountbattenPink
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,18.5,PENNSYLVANIA,unknown,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,160,CANADA,med,ORANGE
COLUMBIA,24_inch_bins,FAIRYTALE,175,PENNSYLVANIA,lge,MountbattenPink
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,ORANGE
ATLANTA,36_inch_bins,PIE_TYPE,286,MICHIGAN,sml,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,PENNSYLVANIA,jbo,MountbattenPink
CHICAGO,36_inch_bins,HOWDEN_TYPE,130,MICHIGAN,lge,MountbattenPink
DALLAS,36_inch_bins,HOWDEN_WHITE_TYPE,160,TEXAS,jbo,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MASSACHUSETTS,jbo,ORANGE
BALTIMORE,1/2_bushel_cartons,MINIATURE,15,MARYLAND,sml,WHITE
CHICAGO,36_inch_bins,MIXED_HEIRLOOM_VARIETIES,175,ILLINOIS,lge,MountbattenPink
BALTIMORE,1/2_bushel_cartons,MINIATURE,15,MARYLAND,sml,WHITE
BOSTON,24_inch_bins,BIG_MACK_TYPE,285,MASSACHUSETTS,xlge,ORANGE
ATLANTA,24_inch_bins,HOWDEN_TYPE,154.75,MICHIGAN,xlge,MountbattenPink
BALTIMORE,1/2_bushel_cartons,MINIATURE,18,MARYLAND,unknown,ORANGE
BALTIMORE,36_inch_bins,HOWDEN_TYPE,160,MARYLAND,med-lge,ORANGE
DALLAS,24_inch_bins,FAIRYTALE,250,TEXAS,jbo,MountbattenPink
BALTIMORE,24_inch_bins,CINDERELLA,200,VIRGINIA,xlge,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,180,MICHIGAN,xlge,ORANGE
COLUMBIA,1/2_bushel_cartons,MINIATURE,18,MICHIGAN,sml,ORANGE
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,18,ILLINOIS,med,MountbattenPink
BOSTON,36_inch_bins,BIG_MACK_TYPE,225,MASSACHUSETTS,jbo,MountbattenPink
BALTIMORE,24_inch_bins,BIG_MACK_TYPE,50,MARYLAND,jbo,MountbattenPink
CHICAGO,36_inch_bins,PIE_TYPE,215,ILLINOIS,med-lge,MountbattenPink
CHICAGO,36_inch_bins,HOWDEN_TYPE,60,OHIO,xlge,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,17,MICHIGAN,sml,WHITE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,MICHIGAN,lge,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MASSACHUSETTS,med,ORANGE
COLUMBIA,24_inch_bins,PIE_TYPE,185,PENNSYLVANIA,med-lge,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,200,CANADA,jbo,ORANGE
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,WHITE
BOSTON,24_inch_bins,KNUCKLE_HEAD,285,MASSACHUSETTS,xlge,ORANGE
BOSTON,36_inch_bins,BIG_MACK_TYPE,175,MASSACHUSETTS,unknown,MountbattenPink
CHICAGO,36_inch_bins,PIE_TYPE,215,ILLINOIS,med-lge,MountbattenPink
BALTIMORE,24_inch_bins,FAIRYTALE,230,VIRGINIA,xlge,MountbattenPink
BOSTON,1_1/9_bushel_cartons,PIE_TYPE,16,MASSACHUSETTS,sml,ORANGE
BALTIMORE,24_inch_bins,BIG_MACK_TYPE,50,MARYLAND,jbo,MountbattenPink
COLUMBIA,1/2_bushel_cartons,MINIATURE,18,MICHIGAN,sml,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,200,MICHIGAN,lge,MountbattenPink
BOSTON,36_inch_bins,PIE_TYPE,220,MASSACHUSETTS,sml,ORANGE
DALLAS,24_inch_bins,HOWDEN_WHITE_TYPE,160,TEXAS,jbo,MountbattenPink
COLUMBIA,24_inch_bins,BLUE_TYPE,200,NORTH_CAROLINA,med,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,125,PENNSYLVANIA,sml,ORANGE
BOSTON,24_inch_bins,FAIRYTALE,285,MASSACHUSETTS,xlge,WHITE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,MARYLAND,lge,MountbattenPink
BALTIMORE,36_inch_bins,HOWDEN_TYPE,160,MARYLAND,med-lge,ORANGE
COLUMBIA,1/2_bushel_cartons,MINIATURE,18,MICHIGAN,sml,ORANGE
BALTIMORE,24_inch_bins,FAIRYTALE,240,MARYLAND,xlge,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,140,VIRGINIA,med,ORANGE
DALLAS,36_inch_bins,FAIRYTALE,160,TEXAS,jbo,MountbattenPink
DALLAS,24_inch_bins,HOWDEN_TYPE,150,TEXAS,med,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,160,CANADA,med,ORANGE
COLUMBIA,bushel_cartons,PIE_TYPE,19,MICHIGAN,med-lge,ORANGE
CHICAGO,36_inch_bins,MIXED_HEIRLOOM_VARIETIES,175,ILLINOIS,lge,MountbattenPink
COLUMBIA,24_inch_bins,MIXED_HEIRLOOM_VARIETIES,200,NORTH_CAROLINA,med,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,130,VIRGINIA,sml,MountbattenPink
COLUMBIA,24_inch_bins,PIE_TYPE,200,VIRGINIA,med,ORANGE
BOSTON,36_inch_bins,BIG_MACK_TYPE,200,MASSACHUSETTS,lge,MountbattenPink
BOSTON,24_inch_bins,FAIRYTALE,285,MASSACHUSETTS,xlge,WHITE
ATLANTA,24_inch_bins,HOWDEN_TYPE,154.75,MICHIGAN,xlge,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MASSACHUSETTS,xlge,ORANGE
COLUMBIA,24_inch_bins,PIE_TYPE,250,NORTH_CAROLINA,med,ORANGE
BOSTON,36_inch_bins,PIE_TYPE,280,MICHIGAN,med-lge,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,200,MASSACHUSETTS,xlge,MountbattenPink
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,17,OHIO,med,MountbattenPink
CHICAGO,1_1/9_bushel_cartons,PIE_TYPE,18,OHIO,med,MountbattenPink
BOSTON,24_inch_bins,PIE_TYPE,180,PENNSYLVANIA,sml,ORANGE
DALLAS,36_inch_bins,HOWDEN_TYPE,150,MEXICO,med-lge,MountbattenPink
DALLAS,36_inch_bins,HOWDEN_TYPE,170,TEXAS,jbo,MountbattenPink
BOSTON,1/2_bushel_cartons,MINIATURE,18,MASSACHUSETTS,sml,WHITE
BALTIMORE,24_inch_bins,BIG_MACK_TYPE,60,MARYLAND,unknown,WHITE
BALTIMORE,1/2_bushel_cartons,MINIATURE,18,MARYLAND,sml,MountbattenPink
COLUMBIA,24_inch_bins,HOWDEN_WHITE_TYPE,200,PENNSYLVANIA,sml,MountbattenPink
BOSTON,24_inch_bins,FAIRYTALE,285,MASSACHUSETTS,xlge,ORANGE
DALLAS,24_inch_bins,CINDERELLA,160,TEXAS,jbo,MountbattenPink
CHICAGO,1/2_bushel_cartons,MINIATURE,18,MICHIGAN,sml,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MASSACHUSETTS,med-lge,ORANGE
ATLANTA,24_inch_bins,HOWDEN_TYPE,150,MICHIGAN,sml,MountbattenPink
BOSTON,36_inch_bins,HOWDEN_TYPE,160,PENNSYLVANIA,lge,ORANGE
DALLAS,36_inch_bins,PIE_TYPE,250,TEXAS,unknown,MountbattenPink
BALTIMORE,1/2_bushel_cartons,MINIATURE,18,MARYLAND,sml,MountbattenPink
BOSTON,1_1/9_bushel_cartons,PIE_TYPE,16,MASSACHUSETTS,sml,ORANGE
BALTIMORE,36_inch_bins,HOWDEN_TYPE,160,MARYLAND,lge,MountbattenPink
BOSTON,24_inch_bins,PIE_TYPE,175,VERMONT,sml,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,200,CANADA,xlge,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,160,CANADA,med,ORANGE
CHICAGO,1/2_bushel_cartons,MINIATURE,17,OHIO,sml,ORANGE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,PENNSYLVANIA,lge,MountbattenPink
COLUMBIA,24_inch_bins,PIE_TYPE,200,PENNSYLVANIA,lge,MountbattenPink
BOSTON,24_inch_bins,KNUCKLE_HEAD,285,MASSACHUSETTS,xlge,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,160,PENNSYLVANIA,xlge,ORANGE
COLUMBIA,36_inch_bins,HOWDEN_TYPE,130,VIRGINIA,sml,MountbattenPink
CHICAGO,36_inch_bins,HOWDEN_TYPE,135,ILLINOIS,lge,MountbattenPink
ATLANTA,36_inch_bins,HOWDEN_TYPE,145,MICHIGAN,lge,MountbattenPink
BALTIMORE,24_inch_bins,HOWDEN_WHITE_TYPE,180,MARYLAND,med,MountbattenPink
COLUMBIA,36_inch_bins,HOWDEN_TYPE,150,NORTH_CAROLINA,lge,ORANGE
BOSTON,36_inch_bins,HOWDEN_TYPE,225,MASSACHUSETTS,jbo,ORANGE
COLUMBIA,1/2_bushel_cartons,MINIATURE,15,PENNSYLVANIA,unknown,ORANGE
BALTIMORE,1_1/9_bushel_cartons,PIE_TYPE,15,DELAWARE,unknown,MountbattenPink
COLUMBIA,1/2_bushel_cartons,MINIATURE,17,PENNSYLVANIA,unknown,ORANGE
COLUMBIA,bushel_cartons,MINIATURE,28,PENNSYLVANIA,sml,WHITE
BOSTON,36_inch_bins,BIG_MACK_TYPE,200,MASSACHUSETTS,med,MountbattenPink
BALTIMORE,24_inch_bins,FAIRYTALE,260,VIRGINIA,xlge,MountbattenPink
COLUMBIA,24_inch_bins,PIE_TYPE,200,VIRGINIA,med,MountbattenPink
